"","from_gene","Homo_sapiens","Mus_musculus","to_symbol"
"LOC127402038","LOC127402038","127402038",NA,NA
"LOC127402039","LOC127402039","127402039",NA,NA
"LOC127402040","LOC127402040","127402040",NA,NA
"LOC127402041","LOC127402041","127402041",NA,NA
"LOC127402042","LOC127402042","127402042",NA,NA
"LOC127402043","LOC127402043","127402043",NA,NA
"LOC127402044","LOC127402044","127402044",NA,NA
"LOC127402045","LOC127402045","127402045",NA,NA
"LOC127402046","LOC127402046","127402046",NA,NA
"LOC127402047","LOC127402047","127402047",NA,NA
"LOC127402048","LOC127402048","127402048",NA,NA
"LOC127402049","LOC127402049","127402049",NA,NA
"LOC127402050","LOC127402050","127402050",NA,NA
"LOC127402051","LOC127402051","127402051",NA,NA
"LOC127402052","LOC127402052","127402052",NA,NA
"LOC127402053","LOC127402053","127402053",NA,NA
"LOC127402054","LOC127402054","127402054",NA,NA
"LOC127402055","LOC127402055","127402055",NA,NA
"LOC127402056","LOC127402056","127402056",NA,NA
"LOC127402057","LOC127402057","127402057",NA,NA
"LOC127402058","LOC127402058","127402058",NA,NA
"LOC127402059","LOC127402059","127402059",NA,NA
"LOC127402060","LOC127402060","127402060",NA,NA
"LOC127402061","LOC127402061","127402061",NA,NA
"LOC127402062","LOC127402062","127402062",NA,NA
"LOC127402063","LOC127402063","127402063",NA,NA
"LOC127402064","LOC127402064","127402064",NA,NA
"LOC127402065","LOC127402065","127402065",NA,NA
"LOC127402066","LOC127402066","127402066",NA,NA
"LOC127402067","LOC127402067","127402067",NA,NA
"LOC127402068","LOC127402068","127402068",NA,NA
"LOC127402069","LOC127402069","127402069",NA,NA
"LOC127402070","LOC127402070","127402070",NA,NA
"LOC127402071","LOC127402071","127402071",NA,NA
"LOC127402072","LOC127402072","127402072",NA,NA
"LOC127402073","LOC127402073","127402073",NA,NA
"LOC127402074","LOC127402074","127402074",NA,NA
"LOC127402075","LOC127402075","127402075",NA,NA
"LOC127402076","LOC127402076","127402076",NA,NA
"LOC127402077","LOC127402077","127402077",NA,NA
"LOC127402078","LOC127402078","127402078",NA,NA
"LOC127402079","LOC127402079","127402079",NA,NA
"LOC127402080","LOC127402080","127402080",NA,NA
"LOC127402081","LOC127402081","127402081",NA,NA
"LOC127402082","LOC127402082","127402082",NA,NA
"LOC127402083","LOC127402083","127402083",NA,NA
"LOC127402084","LOC127402084","127402084",NA,NA
"LOC127402085","LOC127402085","127402085",NA,NA
"LOC127402086","LOC127402086","127402086",NA,NA
"LOC127402087","LOC127402087","127402087",NA,NA
"LOC127402088","LOC127402088","127402088",NA,NA
"LOC127402089","LOC127402089","127402089",NA,NA
"LOC127402090","LOC127402090","127402090",NA,NA
"LOC127402091","LOC127402091","127402091",NA,NA
"LOC127402092","LOC127402092","127402092",NA,NA
"LOC127402093","LOC127402093","127402093",NA,NA
"LOC127402094","LOC127402094","127402094",NA,NA
"LOC127402095","LOC127402095","127402095",NA,NA
"LOC127402096","LOC127402096","127402096",NA,NA
"LOC127402097","LOC127402097","127402097",NA,NA
"LOC127402098","LOC127402098","127402098",NA,NA
"LOC127402099","LOC127402099","127402099",NA,NA
"LOC127402100","LOC127402100","127402100",NA,NA
"LOC127402101","LOC127402101","127402101",NA,NA
"LOC127402102","LOC127402102","127402102",NA,NA
"LOC127402103","LOC127402103","127402103",NA,NA
"LOC127402104","LOC127402104","127402104",NA,NA
"LOC127402105","LOC127402105","127402105",NA,NA
"LOC127402106","LOC127402106","127402106",NA,NA
"LOC127402107","LOC127402107","127402107",NA,NA
"LOC127402108","LOC127402108","127402108",NA,NA
"LOC127402109","LOC127402109","127402109",NA,NA
"LOC127402110","LOC127402110","127402110",NA,NA
"LOC127402111","LOC127402111","127402111",NA,NA
"LOC127402112","LOC127402112","127402112",NA,NA
"LOC127402113","LOC127402113","127402113",NA,NA
"LOC127402114","LOC127402114","127402114",NA,NA
"LOC127402115","LOC127402115","127402115",NA,NA
"LOC127402116","LOC127402116","127402116",NA,NA
"LOC127402117","LOC127402117","127402117",NA,NA
"LOC127402118","LOC127402118","127402118",NA,NA
"LOC127402119","LOC127402119","127402119",NA,NA
"LOC127402120","LOC127402120","127402120",NA,NA
"LOC127402121","LOC127402121","127402121",NA,NA
"LOC127402122","LOC127402122","127402122",NA,NA
"LOC127402123","LOC127402123","127402123",NA,NA
"LOC127402124","LOC127402124","127402124",NA,NA
"LOC127402125","LOC127402125","127402125",NA,NA
"LOC127402126","LOC127402126","127402126",NA,NA
"LOC127402127","LOC127402127","127402127",NA,NA
"LOC127402128","LOC127402128","127402128",NA,NA
"LOC127402129","LOC127402129","127402129",NA,NA
"LOC127402130","LOC127402130","127402130",NA,NA
"LOC127402131","LOC127402131","127402131",NA,NA
"LOC127402132","LOC127402132","127402132",NA,NA
"LOC127402133","LOC127402133","127402133",NA,NA
"LOC127402134","LOC127402134","127402134",NA,NA
"LOC127402135","LOC127402135","127402135",NA,NA
"LOC127402136","LOC127402136","127402136",NA,NA
"LOC127402137","LOC127402137","127402137",NA,NA
"LOC127402138","LOC127402138","127402138",NA,NA
"LOC127402139","LOC127402139","127402139",NA,NA
"LOC127402140","LOC127402140","127402140",NA,NA
"LOC127402141","LOC127402141","127402141",NA,NA
"LOC127402142","LOC127402142","127402142",NA,NA
"LOC127402143","LOC127402143","127402143",NA,NA
"LOC127402144","LOC127402144","127402144",NA,NA
"LOC127402145","LOC127402145","127402145",NA,NA
"LOC127402146","LOC127402146","127402146",NA,NA
"LOC127402147","LOC127402147","127402147",NA,NA
"LOC127402148","LOC127402148","127402148",NA,NA
"LOC127402149","LOC127402149","127402149",NA,NA
"LOC127402150","LOC127402150","127402150",NA,NA
"LOC127402151","LOC127402151","127402151",NA,NA
"LOC127402152","LOC127402152","127402152",NA,NA
"LOC127402153","LOC127402153","127402153",NA,NA
"LOC127402154","LOC127402154","127402154",NA,NA
"LOC127402155","LOC127402155","127402155",NA,NA
"LOC127402156","LOC127402156","127402156",NA,NA
"LOC127402157","LOC127402157","127402157",NA,NA
"LOC127402158","LOC127402158","127402158",NA,NA
"LOC127402159","LOC127402159","127402159",NA,NA
"LOC127402160","LOC127402160","127402160",NA,NA
"LOC127402161","LOC127402161","127402161",NA,NA
"LOC127402162","LOC127402162","127402162",NA,NA
"LOC127402163","LOC127402163","127402163",NA,NA
"LOC127402164","LOC127402164","127402164",NA,NA
"LOC127402165","LOC127402165","127402165",NA,NA
"LOC127402166","LOC127402166","127402166",NA,NA
"LOC127402167","LOC127402167","127402167",NA,NA
"LOC127402168","LOC127402168","127402168",NA,NA
"LOC127402169","LOC127402169","127402169",NA,NA
"LOC127402170","LOC127402170","127402170",NA,NA
"LOC127402171","LOC127402171","127402171",NA,NA
"LOC127402172","LOC127402172","127402172",NA,NA
"LOC127402173","LOC127402173","127402173",NA,NA
"LOC127402174","LOC127402174","127402174",NA,NA
"LOC127402175","LOC127402175","127402175",NA,NA
"LOC127402176","LOC127402176","127402176",NA,NA
"LOC127402177","LOC127402177","127402177",NA,NA
"LOC127402178","LOC127402178","127402178",NA,NA
"LOC127402179","LOC127402179","127402179",NA,NA
"LOC127402180","LOC127402180","127402180",NA,NA
"LOC127402181","LOC127402181","127402181",NA,NA
"LOC127402182","LOC127402182","127402182",NA,NA
"LOC127402183","LOC127402183","127402183",NA,NA
"LOC127402184","LOC127402184","127402184",NA,NA
"LOC127402185","LOC127402185","127402185",NA,NA
"LOC127402186","LOC127402186","127402186",NA,NA
"LOC127402187","LOC127402187","127402187",NA,NA
"LOC127402188","LOC127402188","127402188",NA,NA
"LOC127402189","LOC127402189","127402189",NA,NA
"LOC127402190","LOC127402190","127402190",NA,NA
"LOC127402191","LOC127402191","127402191",NA,NA
"LOC127402192","LOC127402192","127402192",NA,NA
"LOC127402193","LOC127402193","127402193",NA,NA
"LOC127402194","LOC127402194","127402194",NA,NA
"LOC127402195","LOC127402195","127402195",NA,NA
"LOC127402196","LOC127402196","127402196",NA,NA
"LOC127402197","LOC127402197","127402197",NA,NA
"LOC127402198","LOC127402198","127402198",NA,NA
"LOC127402199","LOC127402199","127402199",NA,NA
"LOC127402200","LOC127402200","127402200",NA,NA
"LOC127402201","LOC127402201","127402201",NA,NA
"LOC127402202","LOC127402202","127402202",NA,NA
"LOC127402203","LOC127402203","127402203",NA,NA
"LOC127402204","LOC127402204","127402204",NA,NA
"LOC127402205","LOC127402205","127402205",NA,NA
"LOC127402206","LOC127402206","127402206",NA,NA
"LOC127402207","LOC127402207","127402207",NA,NA
"LOC127402208","LOC127402208","127402208",NA,NA
"LOC127402209","LOC127402209","127402209",NA,NA
"LOC127402210","LOC127402210","127402210",NA,NA
"LOC127402211","LOC127402211","127402211",NA,NA
"LOC127402212","LOC127402212","127402212",NA,NA
"LOC127402213","LOC127402213","127402213",NA,NA
"LOC127402214","LOC127402214","127402214",NA,NA
"LOC127402215","LOC127402215","127402215",NA,NA
"LOC127402216","LOC127402216","127402216",NA,NA
"LOC127402217","LOC127402217","127402217",NA,NA
"LOC127402218","LOC127402218","127402218",NA,NA
"LOC127402219","LOC127402219","127402219",NA,NA
"LOC127402220","LOC127402220","127402220",NA,NA
"LOC127402221","LOC127402221","127402221",NA,NA
"LOC127402222","LOC127402222","127402222",NA,NA
"LOC127402223","LOC127402223","127402223",NA,NA
"LOC127402224","LOC127402224","127402224",NA,NA
"LOC127402225","LOC127402225","127402225",NA,NA
"LOC127402226","LOC127402226","127402226",NA,NA
"LOC127402227","LOC127402227","127402227",NA,NA
"LOC127402228","LOC127402228","127402228",NA,NA
"LOC127402229","LOC127402229","127402229",NA,NA
"LOC127402230","LOC127402230","127402230",NA,NA
"LOC127402231","LOC127402231","127402231",NA,NA
"LOC127402232","LOC127402232","127402232",NA,NA
"LOC127402233","LOC127402233","127402233",NA,NA
"LOC127402234","LOC127402234","127402234",NA,NA
"LOC127402235","LOC127402235","127402235",NA,NA
"LOC127402236","LOC127402236","127402236",NA,NA
"LOC127402237","LOC127402237","127402237",NA,NA
"LOC127402238","LOC127402238","127402238",NA,NA
"LOC127402239","LOC127402239","127402239",NA,NA
"LOC127402240","LOC127402240","127402240",NA,NA
"LOC127402241","LOC127402241","127402241",NA,NA
"LOC127402242","LOC127402242","127402242",NA,NA
"LOC127402243","LOC127402243","127402243",NA,NA
"LOC127402244","LOC127402244","127402244",NA,NA
"LOC127402245","LOC127402245","127402245",NA,NA
"LOC127402246","LOC127402246","127402246",NA,NA
"LOC127402247","LOC127402247","127402247",NA,NA
"LOC127402248","LOC127402248","127402248",NA,NA
"LOC127402249","LOC127402249","127402249",NA,NA
"LOC127402250","LOC127402250","127402250",NA,NA
"LOC127402251","LOC127402251","127402251",NA,NA
"LOC127402252","LOC127402252","127402252",NA,NA
"LOC127402253","LOC127402253","127402253",NA,NA
"LOC127402254","LOC127402254","127402254",NA,NA
"LOC127402255","LOC127402255","127402255",NA,NA
"LOC127402256","LOC127402256","127402256",NA,NA
"LOC127402257","LOC127402257","127402257",NA,NA
"LOC127402258","LOC127402258","127402258",NA,NA
"LOC127402259","LOC127402259","127402259",NA,NA
"LOC127402260","LOC127402260","127402260",NA,NA
"LOC127402261","LOC127402261","127402261",NA,NA
"LOC127402262","LOC127402262","127402262",NA,NA
"LOC127402263","LOC127402263","127402263",NA,NA
"LOC127402264","LOC127402264","127402264",NA,NA
"LOC127402265","LOC127402265","127402265",NA,NA
"LOC127402266","LOC127402266","127402266",NA,NA
"LOC127402267","LOC127402267","127402267",NA,NA
"LOC127402268","LOC127402268","127402268",NA,NA
"LOC127402269","LOC127402269","127402269",NA,NA
"LOC127402270","LOC127402270","127402270",NA,NA
"LOC127402271","LOC127402271","127402271",NA,NA
"LOC127402272","LOC127402272","127402272",NA,NA
"LOC127402273","LOC127402273","127402273",NA,NA
"LOC127402274","LOC127402274","127402274",NA,NA
"LOC127402275","LOC127402275","127402275",NA,NA
"LOC127402276","LOC127402276","127402276",NA,NA
"LOC127402277","LOC127402277","127402277",NA,NA
"LOC127402278","LOC127402278","127402278",NA,NA
"LOC127402279","LOC127402279","127402279",NA,NA
"LOC127402280","LOC127402280","127402280",NA,NA
"LOC127402281","LOC127402281","127402281",NA,NA
"LOC127402282","LOC127402282","127402282",NA,NA
"LOC127402283","LOC127402283","127402283",NA,NA
"LOC127402284","LOC127402284","127402284",NA,NA
"LOC127402285","LOC127402285","127402285",NA,NA
"LOC127402286","LOC127402286","127402286",NA,NA
"LOC127402287","LOC127402287","127402287",NA,NA
"LOC127402288","LOC127402288","127402288",NA,NA
"LOC127402289","LOC127402289","127402289",NA,NA
"LOC127402290","LOC127402290","127402290",NA,NA
"LOC127402291","LOC127402291","127402291",NA,NA
"LOC127402292","LOC127402292","127402292",NA,NA
"LOC127402293","LOC127402293","127402293",NA,NA
"LOC127402294","LOC127402294","127402294",NA,NA
"LOC127402295","LOC127402295","127402295",NA,NA
"LOC127402296","LOC127402296","127402296",NA,NA
"LOC127402297","LOC127402297","127402297",NA,NA
"LOC127402298","LOC127402298","127402298",NA,NA
"LOC127402299","LOC127402299","127402299",NA,NA
"LOC127402300","LOC127402300","127402300",NA,NA
"LOC127402301","LOC127402301","127402301",NA,NA
"LOC127402302","LOC127402302","127402302",NA,NA
"LOC127402303","LOC127402303","127402303",NA,NA
"LOC127402304","LOC127402304","127402304",NA,NA
"LOC127402305","LOC127402305","127402305",NA,NA
"LOC127402306","LOC127402306","127402306",NA,NA
"LOC127402307","LOC127402307","127402307",NA,NA
"LOC127402308","LOC127402308","127402308",NA,NA
"LOC127402309","LOC127402309","127402309",NA,NA
"LOC127402310","LOC127402310","127402310",NA,NA
"LOC127402311","LOC127402311","127402311",NA,NA
"LOC127402312","LOC127402312","127402312",NA,NA
"LOC127402313","LOC127402313","127402313",NA,NA
"LOC127402314","LOC127402314","127402314",NA,NA
"LOC127402315","LOC127402315","127402315",NA,NA
"LOC127402316","LOC127402316","127402316",NA,NA
"LOC127402317","LOC127402317","127402317",NA,NA
"LOC127402318","LOC127402318","127402318",NA,NA
"LOC127402319","LOC127402319","127402319",NA,NA
"LOC127402320","LOC127402320","127402320",NA,NA
"LOC127402321","LOC127402321","127402321",NA,NA
"LOC127402322","LOC127402322","127402322",NA,NA
"LOC127402323","LOC127402323","127402323",NA,NA
"LOC127402324","LOC127402324","127402324",NA,NA
"LOC127402325","LOC127402325","127402325",NA,NA
"LOC127402326","LOC127402326","127402326",NA,NA
"LOC127402327","LOC127402327","127402327",NA,NA
"LOC127402328","LOC127402328","127402328",NA,NA
"LOC127402329","LOC127402329","127402329",NA,NA
"LOC127402330","LOC127402330","127402330",NA,NA
"LOC127402331","LOC127402331","127402331",NA,NA
"LOC127402332","LOC127402332","127402332",NA,NA
"LOC127402333","LOC127402333","127402333",NA,NA
"LOC127402334","LOC127402334","127402334",NA,NA
"LOC127402335","LOC127402335","127402335",NA,NA
"LOC127402336","LOC127402336","127402336",NA,NA
"LOC127402337","LOC127402337","127402337",NA,NA
"LOC127402338","LOC127402338","127402338",NA,NA
"LOC127402339","LOC127402339","127402339",NA,NA
"LOC127402340","LOC127402340","127402340",NA,NA
"LOC127402341","LOC127402341","127402341",NA,NA
"LOC127402342","LOC127402342","127402342",NA,NA
"LOC127402343","LOC127402343","127402343",NA,NA
"LOC127402344","LOC127402344","127402344",NA,NA
"LOC127402345","LOC127402345","127402345",NA,NA
"LOC127402346","LOC127402346","127402346",NA,NA
"LOC127402347","LOC127402347","127402347",NA,NA
"LOC127402348","LOC127402348","127402348",NA,NA
"LOC127402349","LOC127402349","127402349",NA,NA
"LOC127402350","LOC127402350","127402350",NA,NA
"LOC127402351","LOC127402351","127402351",NA,NA
"LOC127402352","LOC127402352","127402352",NA,NA
"LOC127402353","LOC127402353","127402353",NA,NA
"LOC127402354","LOC127402354","127402354",NA,NA
"LOC127402355","LOC127402355","127402355",NA,NA
"LOC127402356","LOC127402356","127402356",NA,NA
"LOC127402357","LOC127402357","127402357",NA,NA
"LOC127402358","LOC127402358","127402358",NA,NA
"LOC127402359","LOC127402359","127402359",NA,NA
"LOC127402360","LOC127402360","127402360",NA,NA
"LOC127402361","LOC127402361","127402361",NA,NA
"LOC127402362","LOC127402362","127402362",NA,NA
"LOC127402363","LOC127402363","127402363",NA,NA
"LOC127402364","LOC127402364","127402364",NA,NA
"LOC127402365","LOC127402365","127402365",NA,NA
"LOC127402366","LOC127402366","127402366",NA,NA
"LOC127402367","LOC127402367","127402367",NA,NA
"LOC127402368","LOC127402368","127402368",NA,NA
"LOC127402369","LOC127402369","127402369",NA,NA
"LOC127402370","LOC127402370","127402370",NA,NA
"LOC127402371","LOC127402371","127402371",NA,NA
"LOC127402372","LOC127402372","127402372",NA,NA
"LOC127402373","LOC127402373","127402373",NA,NA
"LOC127402374","LOC127402374","127402374",NA,NA
"LOC127402375","LOC127402375","127402375",NA,NA
"LOC127402376","LOC127402376","127402376",NA,NA
"LOC127402377","LOC127402377","127402377",NA,NA
"LOC127402378","LOC127402378","127402378",NA,NA
"LOC127402379","LOC127402379","127402379",NA,NA
"LOC127402380","LOC127402380","127402380",NA,NA
"LOC127402381","LOC127402381","127402381",NA,NA
"LOC127402382","LOC127402382","127402382",NA,NA
"LOC127402383","LOC127402383","127402383",NA,NA
"LOC127402384","LOC127402384","127402384",NA,NA
"LOC127402385","LOC127402385","127402385",NA,NA
"LOC127402386","LOC127402386","127402386",NA,NA
"LOC127402387","LOC127402387","127402387",NA,NA
"LOC127402388","LOC127402388","127402388",NA,NA
"LOC127402389","LOC127402389","127402389",NA,NA
"LOC127402390","LOC127402390","127402390",NA,NA
"LOC127402391","LOC127402391","127402391",NA,NA
"LOC127402392","LOC127402392","127402392",NA,NA
"LOC127402393","LOC127402393","127402393",NA,NA
"LOC127402394","LOC127402394","127402394",NA,NA
"LOC127402395","LOC127402395","127402395",NA,NA
"LOC127402396","LOC127402396","127402396",NA,NA
"LOC127402397","LOC127402397","127402397",NA,NA
"LOC127402398","LOC127402398","127402398",NA,NA
"LOC127402399","LOC127402399","127402399",NA,NA
"LOC127402400","LOC127402400","127402400",NA,NA
"LOC127402401","LOC127402401","127402401",NA,NA
"LOC127402402","LOC127402402","127402402",NA,NA
"LOC127402403","LOC127402403","127402403",NA,NA
"LOC127402404","LOC127402404","127402404",NA,NA
"LOC127402405","LOC127402405","127402405",NA,NA
"LOC127402406","LOC127402406","127402406",NA,NA
"LOC127402407","LOC127402407","127402407",NA,NA
"LOC127402408","LOC127402408","127402408",NA,NA
"LOC127402409","LOC127402409","127402409",NA,NA
"LOC127402410","LOC127402410","127402410",NA,NA
"LOC127402411","LOC127402411","127402411",NA,NA
"LOC127402412","LOC127402412","127402412",NA,NA
"LOC127402413","LOC127402413","127402413",NA,NA
"LOC127402414","LOC127402414","127402414",NA,NA
"LOC127402415","LOC127402415","127402415",NA,NA
"LOC127402416","LOC127402416","127402416",NA,NA
"LOC127402417","LOC127402417","127402417",NA,NA
