"","from_gene","Mus_musculus","Homo_sapiens","to_symbol"
"Krt40","Krt40","406221",125115,"KRT40"
"Krt74","Krt74","406222",NA,NA
"Gm5414","Gm5414","406223",NA,NA
"Peds1","Peds1","407243",387521,"PEDS1"
"Ndufs6","Ndufs6","407785",4726,"NDUFS6"
"Taf9b","Taf9b","407786",51616,"TAF9B"
"Tsbp1","Tsbp1","407788",10665,"TSBP1"
"BC048644","BC048644","407789",NA,NA
"Ndufa4l2","Ndufa4l2","407790",56901,"NDUFA4L2"
"BC049739","BC049739","407791",NA,NA
"BC039966","BC039966","407793",NA,NA
"Smim31","Smim31","407795",100505989,"SMIM31"
"BC030308","BC030308","407797",NA,NA
"BC049285","BC049285","407799",NA,NA
"Ecm2","Ecm2","407800",1842,"ECM2"
"BC028789","BC028789","407802",NA,NA
"BC051226","BC051226","407803",NA,NA
"BC051077","BC051077","407804",NA,NA
"BC050972","BC050972","407808",NA,NA
"BC055402","BC055402","407809",NA,NA
"BC046251","BC046251","407810",NA,NA
"BC060293","BC060293","407811",NA,NA
"Zfp941","Zfp941","407812",NA,NA
"BC059841","BC059841","407813",NA,NA
"BC053393","BC053393","407814",NA,NA
"BC023202","BC023202","407816",NA,NA
"BC059050","BC059050","407817",NA,NA
"BC055308","BC055308","407818",NA,NA
"BC031181","BC031181","407819",497661,"C18orf32"
"Znrf3","Znrf3","407821",84133,"ZNRF3"
"Baz2b","Baz2b","407823",29994,"BAZ2B"
"BC058420","BC058420","407827",NA,NA
"BC010981","BC010981","407830",NA,NA
"Tmem204","Tmem204","407831",79652,"TMEM204"
"BC028454","BC028454","407833",NA,NA
"BC049688","BC049688","407834",NA,NA
"Primpol","Primpol","408022",201973,"PRIMPOL"
"Arhgap20os","Arhgap20os","408028",NA,NA
"BC038331","BC038331","408056",NA,NA
"BC039771","BC039771","408057",NA,NA
"BC048507","BC048507","408058",NA,NA
"Smim35","Smim35","408059",100526771,"SMIM35"
"BC049692","BC049692","408060",NA,NA
"BC051408","BC051408","408061",NA,NA
"Zfp873","Zfp873","408062",NA,NA
"BC064078","BC064078","408064",NA,NA
"Zfp456","Zfp456","408065",NA,NA
"Cspg4b","Cspg4b","408066",NA,NA
"Zfp874b","Zfp874b","408067",NA,NA
"Zfp738","Zfp738","408068",NA,NA
"C330013J06Rik","C330013J06Rik","408069",NA,NA
"B930036G03Rik","B930036G03Rik","408070",NA,NA
"D6Wum42","D6Wum42","408071",NA,NA
"D6Wum40","D6Wum40","408072",NA,NA
"D6Wum27","D6Wum27","408073",NA,NA
"D6Wum35","D6Wum35","408074",NA,NA
"D6Wum30","D6Wum30","408075",NA,NA
"D6Wum34","D6Wum34","408076",NA,NA
"D6Wum33","D6Wum33","408077",NA,NA
"D6Wum25","D6Wum25","408078",NA,NA
"D6Wum31","D6Wum31","408079",NA,NA
"D6Wum21","D6Wum21","408080",NA,NA
"D6Wum10.1","D6Wum10.1","408081",NA,NA
"Psl4","Psl4","408083",NA,NA
"Gm14129","Gm14129","408189",NA,NA
"Wfdc13","Wfdc13","408190",164237,"WFDC13"
"Semp2l1","Semp2l1","408191",NA,NA
"Gm9839","Gm9839","408192",NA,NA
"Otud6a","Otud6a","408193",139562,"OTUD6A"
"Csta3","Csta3","408196",NA,NA
"Spink7","Spink7","408198",84651,"SPINK7"
"A630019I02Rik","A630019I02Rik","408254",NA,NA
"BC037032","BC037032","414066",NA,NA
"AY512915","AY512915","414067",NA,NA
"Bach2os","Bach2os","414068",NA,NA
"Actmap","Actmap","414069",284325,"ACTMAP"
"BC026600","BC026600","414070",NA,NA
"BC031361","BC031361","414072",NA,NA
"BC040756","BC040756","414073",NA,NA
"BC049265","BC049265","414075",NA,NA
"BC051537","BC051537","414076",NA,NA
"Wdr83os","Wdr83os","414077",51398,"WDR83OS"
"4930405O22Rik","4930405O22Rik","414079",NA,NA
"5330413P13Rik","5330413P13Rik","414081",NA,NA
"Tnip3","Tnip3","414084",79931,"TNIP3"
"9330151L19Rik","9330151L19Rik","414085",NA,NA
"9830144P21Rik","9830144P21Rik","414086",NA,NA
"A330068G13Rik","A330068G13Rik","414087",NA,NA
"Gja6","Gja6","414089",NA,NA
"A630001O12Rik","A630001O12Rik","414091",NA,NA
"A830008E24Rik","A830008E24Rik","414092",NA,NA
"A830082N09Rik","A830082N09Rik","414093",NA,NA
"Dgkeos","Dgkeos","414094",NA,NA
"B130034C11Rik","B130034C11Rik","414095",NA,NA
"C230096K16Rik","C230096K16Rik","414098",NA,NA
"E130317F20Rik","E130317F20Rik","414101",NA,NA
"E230032D23Rik","E230032D23Rik","414103",NA,NA
"E330016L19Rik","E330016L19Rik","414104",NA,NA
"4732465J04Rik","4732465J04Rik","414105",NA,NA
"4930417H01Rik","4930417H01Rik","414106",NA,NA
"9230114K14Rik","9230114K14Rik","414108",NA,NA
"9830163H01Rik","9830163H01Rik","414109",NA,NA
"A430072P03Rik","A430072P03Rik","414110",NA,NA
"C130083M11Rik","C130083M11Rik","414111",NA,NA
"D230040A04Rik","D230040A04Rik","414113",NA,NA
"D330037F02Rik","D330037F02Rik","414114",NA,NA
"D330050I16Rik","D330050I16Rik","414115",NA,NA
"D630024D03Rik","D630024D03Rik","414116",NA,NA
"Zmiz1os1","Zmiz1os1","414118",NA,NA
"E330010L02Rik","E330010L02Rik","414119",NA,NA
"E330018M18Rik","E330018M18Rik","414120",NA,NA
"E430016F16Rik","E430016F16Rik","414121",NA,NA
"Mir670hg","Mir670hg","414123",NA,NA
"F730035M05Rik","F730035M05Rik","414124",NA,NA
"F930017D23Rik","F930017D23Rik","414125",NA,NA
"G630018N14Rik","G630018N14Rik","414126",NA,NA
"G630055G22Rik","G630055G22Rik","414127",NA,NA
"G630064G18Rik","G630064G18Rik","414128",NA,NA
"Gm5417","Gm5417","414359",NA,NA
"Gm5418","Gm5418","414361",NA,NA
"Gm5419","Gm5419","414364",NA,NA
"Zfp950","Zfp950","414758",NA,NA
"Itprip","Itprip","414801",85450,"ITPRIP"
"Zyg11b","Zyg11b","414872",79699,"ZYG11B"
"Neurl2","Neurl2","415115",140825,"NEURL2"
"D6Slab17","D6Slab17","415119",NA,NA
"D930019O06Rik","D930019O06Rik","425051",NA,NA
"Zfp457","Zfp457","431706",NA,NA
"Zfp652os","Zfp652os","432396",NA,NA
"M134G01","M134G01","432397",NA,NA
"Gm5420","Gm5420","432436",NA,NA
"Gm5421","Gm5421","432438",NA,NA
"Akap7","Akap7","432442",9465,"AKAP7"
"Gm9824","Gm9824","432447",NA,NA
"Gm5422","Gm5422","432448",NA,NA
"A230081H15Rik","A230081H15Rik","432449",NA,NA
"Nkain2","Nkain2","432450",154215,"NKAIN2"
"9830137J09Rik","9830137J09Rik","432457",NA,NA
"Tmem229b-ps","Tmem229b-ps","432460",NA,NA
"Gm5424","Gm5424","432466",NA,NA
"Hnrnph3","Hnrnph3","432467",3189,"HNRNPH3"
"Tmprss9","Tmprss9","432478",360200,"TMPRSS9"
"Tektip1","Tektip1","432479",100128569,"TEKTIP1"
"Gm1553","Gm1553","432480",NA,NA
"Gm5425","Gm5425","432482",NA,NA
"Gnptab","Gnptab","432486",79158,"GNPTAB"
"Gm17745","Gm17745","432488",NA,NA
"Gm5426","Gm5426","432491",NA,NA
"Gm5427","Gm5427","432494",NA,NA
"Gm29674","Gm29674","432500",NA,NA
"Rpl6l","Rpl6l","432502",NA,NA
"Cpsf6","Cpsf6","432508",11052,"CPSF6"
"Myo1a","Myo1a","432516",4640,"MYO1A"
"Adcy1","Adcy1","432530",107,"ADCY1"
"Gm5429","Gm5429","432534",NA,NA
"Gm12005","Gm12005","432535",NA,NA
"Pom121l12","Pom121l12","432536",285877,"POM121L12"
"Gm12009","Gm12009","432537",NA,NA
"Gm5430","Gm5430","432543",NA,NA
"Rpsa-ps4","Rpsa-ps4","432548",NA,NA
"Gm12138","Gm12138","432549",NA,NA
"Hspd1-ps3","Hspd1-ps3","432551",NA,NA
"Garin3","Garin3","432552",153745,"GARIN3"
"Gm12183","Gm12183","432554",NA,NA
"Gm5431","Gm5431","432555",NA,NA
"Gm9837","Gm9837","432561",NA,NA
"Lyrm7os","Lyrm7os","432562",NA,NA
"Gm12263","Gm12263","432565",NA,NA
"Specc1","Specc1","432572",92521,"SPECC1"
"Ccdc92b","Ccdc92b","432582",101928991,"CCDC92B"
"Gm11203","Gm11203","432584",NA,NA
"Gm11541","Gm11541","432589",NA,NA
"Gm11544","Gm11544","432591",NA,NA
"Gm11538","Gm11538","432593",NA,NA
"LOC432596","LOC432596","432596",NA,NA
"Gm11568","Gm11568","432600",NA,NA
"Krtap31-2","Krtap31-2","432602",NA,NA
"Dnai2","Dnai2","432611",64446,"DNAI2"
"Trim80","Trim80","432613",NA,NA
"Gm11733","Gm11733","432615",NA,NA
"Mfsd2b","Mfsd2b","432628",388931,"MFSD2B"
"Gm5432","Gm5432","432636",NA,NA
"Gm17746","Gm17746","432641",NA,NA
"Gm5434","Gm5434","432649",NA,NA
"LOC432658","LOC432658","432658",NA,NA
"Rpl21-ps3","Rpl21-ps3","432665",NA,NA
"Gm5435","Gm5435","432675",NA,NA
"Gm5436","Gm5436","432676",NA,NA
"Vrtn","Vrtn","432677",55237,"VRTN"
"Rpl31-ps1","Rpl31-ps1","432681",NA,NA
"Ighv6-7","Ighv6-7","432701",NA,NA
"Ighv1-4","Ighv1-4","432702",NA,NA
"Ighv1-59","Ighv1-59","432708",NA,NA
"Ighv8-9","Ighv8-9","432709",NA,NA
"Gm5441","Gm5441","432713",NA,NA
"Gm5442","Gm5442","432715",NA,NA
"Akr1c19","Akr1c19","432720",NA,NA
"Rpl29-ps2","Rpl29-ps2","432721",NA,NA
"Gm5444","Gm5444","432723",NA,NA
"Gm5445","Gm5445","432725",NA,NA
"Tcrg-C","Tcrg-C","432729",NA,NA
"Gm5446","Gm5446","432730",NA,NA
"Zscan26","Zscan26","432731",7741,"ZSCAN26"
"AK157302","AK157302","432732",NA,NA
"Vmn1r207","Vmn1r207","432735",NA,NA
"Vmn1r209","Vmn1r209","432736",NA,NA
"Gm29675","Gm29675","432742",NA,NA
"Gm5447","Gm5447","432743",NA,NA
"4930447K03Rik","4930447K03Rik","432745",NA,NA
"Gm29676","Gm29676","432754",NA,NA
"Gm5449","Gm5449","432760",NA,NA
"Prr7","Prr7","432763",80758,"PRR7"
"Eif1-ps2","Eif1-ps2","432767",NA,NA
"Zfp708","Zfp708","432769",NA,NA
"Rslcan18","Rslcan18","432770",NA,NA
"Eprn","Eprn","432777",NA,NA
"Lrrc14b","Lrrc14b","432779",389257,"LRRC14B"
"Gm5452","Gm5452","432789",NA,NA
"Gm5454","Gm5454","432800",NA,NA
"Gm16416","Gm16416","432801",NA,NA
"Gm5455","Gm5455","432803",NA,NA
"BC052688","BC052688","432812",NA,NA
"Gm5456","Gm5456","432817",NA,NA
"Gm5457","Gm5457","432822",NA,NA
"Gm5458","Gm5458","432825",NA,NA
"Gm17747","Gm17747","432830",NA,NA
"Gm5460","Gm5460","432838",NA,NA
"Gprin2","Gprin2","432839",9721,"GPRIN2"
"LOC432842","LOC432842","432842",NA,NA
"Zfhx2os","Zfhx2os","432855",109729160,"ZFHX2-AS1"
"B020004C17Rik","B020004C17Rik","432860",NA,NA
"Gm5461","Gm5461","432864",NA,NA
"Rps12-ps2","Rps12-ps2","432865",NA,NA
"Defb48","Defb48","432867",NA,NA
"Gm5463","Gm5463","432868",NA,NA
"Gm5464","Gm5464","432870",NA,NA
"Kbtbd6","Kbtbd6","432879",NA,NA
"Gm5466","Gm5466","432881",NA,NA
"Trav13-3","Trav13-3","432910",NA,NA
"Gm48957","Gm48957","432939",NA,NA
"Otulin","Otulin","432940",90268,"OTULIN"
"Gm16294","Gm16294","432945",NA,NA
"Gm5469","Gm5469","432946",NA,NA
"Gm5470","Gm5470","432947",NA,NA
"Gm5471","Gm5471","432950",NA,NA
"Gm5472","Gm5472","432951",NA,NA
"D030024E09Rik","D030024E09Rik","432956",NA,NA
"Gm20740","Gm20740","432958",NA,NA
"Gm5473","Gm5473","432959",NA,NA
"Iqank1","Iqank1","432964",642574,"IQANK1"
"A130088B03Rik","A130088B03Rik","432971",NA,NA
"Gm5475","Gm5475","432982",NA,NA
"Gm5476","Gm5476","432985",NA,NA
"Gm5477","Gm5477","432986",NA,NA
"Gm5478","Gm5478","432987",NA,NA
"Gm9918","Gm9918","432988",NA,NA
"D930007P13Rik","D930007P13Rik","432989",NA,NA
"Gm5479","Gm5479","432993",NA,NA
"Smim22","Smim22","432995",440335,"SMIM22"
"A930007A09Rik","A930007A09Rik","432999",NA,NA
"Gm5481","Gm5481","433003",NA,NA
"Fam246a","Fam246a","433004",NA,NA
"Cstdc4","Cstdc4","433016",NA,NA
"Plcxd2","Plcxd2","433022",257068,"PLCXD2"
"Gm5485","Gm5485","433023",NA,NA
"Gm5486","Gm5486","433024",NA,NA
"Gm5487","Gm5487","433027",NA,NA
"Or5ac15","Or5ac15","433031",NA,NA
"Gm20741","Gm20741","433047",NA,NA
"Rpl26-ps4","Rpl26-ps4","433050",NA,NA
"LOC433053","LOC433053","433053",NA,NA
"Ppp1r2-ps6","Ppp1r2-ps6","433058",NA,NA
"Gm5491","Gm5491","433063",NA,NA
"Gm17748","Gm17748","433064",NA,NA
"Vmn2r96","Vmn2r96","433070",NA,NA
"Gm5492","Gm5492","433073",NA,NA
"Gm5493","Gm5493","433078",NA,NA
"D930048G16Rik","D930048G16Rik","433082",NA,NA
"Pnpla1","Pnpla1","433091",285848,"PNPLA1"
"Ly6g6f","Ly6g6f","433099",259215,"LY6G6F"
"AA388235","AA388235","433100",NA,NA
"Sfta2","Sfta2","433102",389376,"SFTA2"
"Esp6","Esp6","433107",NA,NA
"F630040K05Rik","F630040K05Rik","433111",NA,NA
"Rpl21-ps6","Rpl21-ps6","433125",NA,NA
"Obox6-ps1","Obox6-ps1","433129",NA,NA
"Gm5497","Gm5497","433131",NA,NA
"Gm20742","Gm20742","433134",NA,NA
"Rpsa-ps7","Rpsa-ps7","433141",NA,NA
"Gm5499","Gm5499","433144",NA,NA
"Gm5500","Gm5500","433158",NA,NA
"Gm5501","Gm5501","433161",NA,NA
"Gm5503","Gm5503","433170",NA,NA
"Gm10549","Gm10549","433171",NA,NA
"Gm5504","Gm5504","433177",NA,NA
"Spink14","Spink14","433178",408187,"SPINK14"
"Spink6","Spink6","433180",404203,"SPINK6"
"Spink11","Spink11","433181",NA,NA
"Eno1b","Eno1b","433182",NA,NA
"Gm5507","Gm5507","433184",NA,NA
"Rps15-ps3","Rps15-ps3","433193",NA,NA
"Gm29677","Gm29677","433197",NA,NA
"Gm30641","Gm30641","433198",NA,NA
"Gm9925","Gm9925","433202",NA,NA
"Gm5509","Gm5509","433204",NA,NA
"D030046N08Rik","D030046N08Rik","433208",NA,NA
"Tmem262","Tmem262","433215",100130348,"TMEM262"
"Gm5510","Gm5510","433216",NA,NA
"Gm16437","Gm16437","433217",NA,NA
"Gm5511","Gm5511","433221",NA,NA
"Gm5512","Gm5512","433224",NA,NA
"Gm5513","Gm5513","433225",NA,NA
"LOC433227","LOC433227","433227",NA,NA
"Ldhb-ps","Ldhb-ps","433229",NA,NA
"Nsa2-ps1","Nsa2-ps1","433230",NA,NA
"Gm5517","Gm5517","433235",NA,NA
"Gm5518","Gm5518","433238",NA,NA
"Gm5519","Gm5519","433241",NA,NA
"Cyp2c68","Cyp2c68","433247",NA,NA
"Rpl13a-ps1","Rpl13a-ps1","433251",NA,NA
"Acsl5","Acsl5","433256",51703,"ACSL5"
"Gm5521","Gm5521","433261",NA,NA
"E330040D14Rik","E330040D14Rik","433270",NA,NA
"Gm5522","Gm5522","433271",NA,NA
"Gm5523","Gm5523","433273",NA,NA
"Khdc1c","Khdc1c","433278",NA,NA
"Gm5524","Gm5524","433281",NA,NA
"Gm5525","Gm5525","433283",NA,NA
"Gm15455","Gm15455","433287",NA,NA
"Nms","Nms","433292",129521,"NMS"
"Mettl21c","Mettl21c","433294",NA,NA
"Gm5526","Gm5526","433297",NA,NA
"Gm5527","Gm5527","433305",NA,NA
"Rpl17-ps1","Rpl17-ps1","433313",NA,NA
"Gm13749","Gm13749","433315",NA,NA
"Gm5528","Gm5528","433319",NA,NA
"Sgpp2","Sgpp2","433323",130367,"SGPP2"
"Gm5529","Gm5529","433326",NA,NA
"Gm5530","Gm5530","433328",NA,NA
"Gm9991","Gm9991","433332",NA,NA
"Gm28856","Gm28856","433347",NA,NA
"LOC433354","LOC433354","433354",NA,NA
"Teddm1b","Teddm1b","433365",NA,NA
"Gm5532","Gm5532","433367",NA,NA
"Gm15428","Gm15428","433368",NA,NA
"Gm20743","Gm20743","433374",NA,NA
"Creg1","Creg1","433375",8804,"CREG1"
"Gm5533","Gm5533","433384",NA,NA
"Ccdc185","Ccdc185","433386",164127,"CCDC185"
"Rpl21-ps1","Rpl21-ps1","433387",NA,NA
"Gm29678","Gm29678","433390",NA,NA
"Gm13363","Gm13363","433406",NA,NA
"Gm13375","Gm13375","433408",NA,NA
"Gm13418","Gm13418","433410",NA,NA
"Gm13420","Gm13420","433415",642515,"PRRT1B"
"Gm13547","Gm13547","433416",NA,NA
"Gm12285","Gm12285","433423",NA,NA
"Zeb2os","Zeb2os","433424",100303491,"ZEB2-AS1"
"Gm13490","Gm13490","433426",NA,NA
"LOC433428","LOC433428","433428",NA,NA
"Gm13624","Gm13624","433432",NA,NA
"Or4a27","Or4a27","433449",NA,NA
"4631405J19Rik","4631405J19Rik","433456",NA,NA
"Gm13880","Gm13880","433458",NA,NA
"LOC433461","LOC433461","433461",NA,NA
"Gm13929","Gm13929","433463",NA,NA
"Gm13991","Gm13991","433464",NA,NA
"Jmjd7","Jmjd7","433466",100137047,"JMJD7"
"Gm14058","Gm14058","433468",NA,NA
"AA467197","AA467197","433470",84419,"C15orf48"
"Gm14038","Gm14038","433478",NA,NA
"Gm5535","Gm5535","433481",NA,NA
"Gm14135","Gm14135","433483",NA,NA
"Syndig1","Syndig1","433485",79953,"SYNDIG1"
"Gm14151","Gm14151","433486",NA,NA
"Defb45","Defb45","433490",NA,NA
"Bpifb9b","Bpifb9b","433492",NA,NA
"Wfdc6b","Wfdc6b","433502",NA,NA
"Gm29679","Gm29679","433503",NA,NA
"Rps8-ps5","Rps8-ps5","433515",NA,NA
"Gm14403","Gm14403","433520",NA,NA
"Gm14231","Gm14231","433546",NA,NA
"Gm13675","Gm13675","433550",NA,NA
"Maml3","Maml3","433586",55534,"MAML3"
"Gm5537","Gm5537","433594",NA,NA
"Aadacl2fm2","Aadacl2fm2","433597",NA,NA
"Gm5539","Gm5539","433598",NA,NA
"Gm5540","Gm5540","433604",NA,NA
"Kprp","Kprp","433619",448834,"KPRP"
"Gm5541","Gm5541","433623",NA,NA
"Gm5542","Gm5542","433624",NA,NA
"Gm5543","Gm5543","433625",NA,NA
"Rpl21-ps11","Rpl21-ps11","433630",NA,NA
"Gm5544","Gm5544","433632",NA,NA
"Gm5546","Gm5546","433634",NA,NA
"Gm5547","Gm5547","433637",NA,NA
"I830077J02Rik","I830077J02Rik","433638",128346,"C1orf162"
"1700061I17Rik","1700061I17Rik","433646",NA,NA
"Gimd1","Gimd1","433653",100507096,"GIMD1"
"Gm15688","Gm15688","433658",NA,NA
"Ankrd13c","Ankrd13c","433667",81573,"ANKRD13C"
"Gm5550","Gm5550","433686",NA,NA
"Gm11824","Gm11824","433687",NA,NA
"Gm11836","Gm11836","433688",NA,NA
"Akirin2","Akirin2","433693",55122,"AKIRIN2"
"Fam205a1","Fam205a1","433698",259308,"SPATA31F1"
"Spag8","Spag8","433700",26206,"SPAG8"
"Ncbp1","Ncbp1","433702",4686,"NCBP1"
"Gm12580","Gm12580","433711",NA,NA
"Rpsa-ps11","Rpsa-ps11","433712",NA,NA
"Gm11249","Gm11249","433715",NA,NA
"Gm11222","Gm11222","433716",NA,NA
"Gm11487","Gm11487","433719",NA,NA
"Gm12799","Gm12799","433739",NA,NA
"Gm12722","Gm12722","433742",NA,NA
"Gm12906","Gm12906","433743",NA,NA
"Gm12816","Gm12816","433745",NA,NA
"Gm12830","Gm12830","433746",NA,NA
"Llph-ps1","Llph-ps1","433748",NA,NA
"Gm12844","Gm12844","433749",NA,NA
"Gm12866","Gm12866","433751",NA,NA
"Frg2f1","Frg2f1","433752",NA,NA
"Hdac1","Hdac1","433759",3065,"HDAC1"
"Trim63","Trim63","433766",84676,"TRIM63"
"Gm12986","Gm12986","433770",NA,NA
"Micos10","Micos10","433771",440574,"MICOS10"
"Eef2-ps2","Eef2-ps2","433776",NA,NA
"Pramel31","Pramel31","433779",NA,NA
"Gm13241","Gm13241","433790",NA,NA
"Zfp992","Zfp992","433791",NA,NA
"Zfp268","Zfp268","433801",NA,NA
"Zfp985","Zfp985","433804",NA,NA
"Chchd2-ps","Chchd2-ps","433806",NA,NA
"Rnf207","Rnf207","433809",388591,"RNF207"
"Pusl1","Pusl1","433813",126789,"PUSL1"
"Gm10482","Gm10482","433844",NA,NA
"Gm10481","Gm10481","433845",NA,NA
"AI506816","AI506816","433855",NA,NA
"Gm5551","Gm5551","433862",NA,NA
"Nom1","Nom1","433864",64434,"NOM1"
"3110082J24Rik","3110082J24Rik","433868",NA,NA
"Gm9903","Gm9903","433873",NA,NA
"Gm5553","Gm5553","433874",NA,NA
"Gm16223","Gm16223","433882",NA,NA
"Gm5554","Gm5554","433883",NA,NA
"Gm5555","Gm5555","433885",NA,NA
"Grxcr1","Grxcr1","433899",389207,"GRXCR1"
"Ociad2","Ociad2","433904",132299,"OCIAD2"
"Rpl7-ps7","Rpl7-ps7","433912",NA,NA
"Gm5558","Gm5558","433914",NA,NA
"Gm5559","Gm5559","433921",NA,NA
"Gm5560","Gm5560","433923",NA,NA
"Lrrc8b","Lrrc8b","433926",23507,"LRRC8B"
"Pigg","Pigg","433931",54872,"PIGG"
"Mn1","Mn1","433938",4330,"MN1"
"Fam222a","Fam222a","433940",84915,"FAM222A"
"Gm5561","Gm5561","433941",NA,NA
"Gstm2-ps1","Gstm2-ps1","433943",NA,NA
"Tbx3os2","Tbx3os2","433944",NA,NA
"Gm5563","Gm5563","433945",NA,NA
"Gm5564","Gm5564","433955",NA,NA
"Dnaaf5","Dnaaf5","433956",54919,"DNAAF5"
"Gm5565","Gm5565","433961",NA,NA
"Mm2pr","Mm2pr","433966",NA,NA
"Gm5566","Gm5566","433968",NA,NA
"Gm13848","Gm13848","434003",NA,NA
"Tmem178b","Tmem178b","434008",100507421,"TMEM178B"
"Vmn1r7","Vmn1r7","434016",NA,NA
"Vmn1r20","Vmn1r20","434017",NA,NA
"4930533I22Rik","4930533I22Rik","434018",NA,NA
"Gm5570","Gm5570","434019",NA,NA
"Bj2","Bj2","434023",NA,NA
"Igkv1-122","Igkv1-122","434024",NA,NA
"Igkv9-120","Igkv9-120","434025",NA,NA
"Igkv2-116","Igkv2-116","434026",NA,NA
"Igkv1-99","Igkv1-99","434028",NA,NA
"Igkv10-95","Igkv10-95","434031",NA,NA
"Igkv4-91","Igkv4-91","434033",NA,NA
"Igkv4-90","Igkv4-90","434034",NA,NA
"LOC434035","LOC434035","434035",NA,NA
"Igkv13-85","Igkv13-85","434036",NA,NA
"Igkv12-47","Igkv12-47","434037",NA,NA
"Igkv6-32","Igkv6-32","434039",NA,NA
"Igkv8-28","Igkv8-28","434040",NA,NA
"Igkv8-27","Igkv8-27","434041",NA,NA
"Gm5575","Gm5575","434047",NA,NA
"Gm5576","Gm5576","434050",NA,NA
"Nat8b-ps","Nat8b-ps","434057",NA,NA
"Gm5577","Gm5577","434064",NA,NA
"Gm1965","Gm1965","434065",NA,NA
"Gm15519","Gm15519","434076",NA,NA
"Gm5578","Gm5578","434077",NA,NA
"Eif4a3l2","Eif4a3l2","434080",NA,NA
"Mug4-ps","Mug4-ps","434083",NA,NA
"Gm10010","Gm10010","434089",NA,NA
"Gm5582","Gm5582","434095",NA,NA
"Vmn2r38","Vmn2r38","434110",NA,NA
"Vmn2r44","Vmn2r44","434113",NA,NA
"Vmn2r50","Vmn2r50","434117",NA,NA
"Sult2a4","Sult2a4","434121",NA,NA
"Obox8","Obox8","434123",NA,NA
"Gm5586","Gm5586","434127",NA,NA
"Pnma8b","Pnma8b","434128",57469,"PNMA8B"
"Ccdc8","Ccdc8","434130",83987,"CCDC8"
"D930028M14Rik","D930028M14Rik","434147",NA,NA
"Gm5587","Gm5587","434148",NA,NA
"Eid2b","Eid2b","434156",126272,"EID2B"
"Gm5589","Gm5589","434166",NA,NA
"Gm5590","Gm5590","434168",NA,NA
"Gm5591","Gm5591","434171",NA,NA
"Gm5592","Gm5592","434172",NA,NA
"Hmgb1-ps7","Hmgb1-ps7","434174",NA,NA
"Ccnb1-ps","Ccnb1-ps","434175",NA,NA
"Zfp141","Zfp141","434178",NA,NA
"Zfp975","Zfp975","434179",NA,NA
"Gm16478","Gm16478","434186",NA,NA
"Gm5596","Gm5596","434189",NA,NA
"Fam169b","Fam169b","434197",283777,"FAM169BP"
"B130024G19Rik","B130024G19Rik","434198",644192,"NR2F2-AS1"
"Gm5597","Gm5597","434200",NA,NA
"Slc28a1","Slc28a1","434203",9154,"SLC28A1"
"Whamm","Whamm","434204",123720,"WHAMM"
"Gm20744","Gm20744","434205",NA,NA
"Lrrc32","Lrrc32","434215",2615,"LRRC32"
"Trim34b","Trim34b","434218",NA,NA
"Trim30c","Trim30c","434219",NA,NA
"Gvin3","Gvin3","434223",NA,NA
"Platr28","Platr28","434225",NA,NA
"Gm5599","Gm5599","434227",NA,NA
"Iqck","Iqck","434232",124152,"IQCK"
"Ppp1ccb","Ppp1ccb","434233",NA,NA
"Rexo5","Rexo5","434234",81691,"REXO5"
"Trim72","Trim72","434246",493829,"TRIM72"
"Gm5602","Gm5602","434249",NA,NA
"Rpl21-ps13","Rpl21-ps13","434253",NA,NA
"Krt8-ps","Krt8-ps","434261",NA,NA
"Sult2a5","Sult2a5","434264",NA,NA
"B020031H02Rik","B020031H02Rik","434278",NA,NA
"Gm5606","Gm5606","434279",NA,NA
"Sox1ot","Sox1ot","434280",NA,NA
"Gm5608","Gm5608","434282",NA,NA
"BB014433","BB014433","434285",NA,NA
"Gm5609","Gm5609","434304",NA,NA
"AY512931","AY512931","434310",NA,NA
"Tmem221","Tmem221","434325",100130519,"TMEM221"
"Ap3s1-ps2","Ap3s1-ps2","434339",NA,NA
"Nlrc5","Nlrc5","434341",84166,"NLRC5"
"9430091E24Rik","9430091E24Rik","434350",NA,NA
"A330074K22Rik","A330074K22Rik","434353",NA,NA
"Gm5611","Gm5611","434373",NA,NA
"Gm5612","Gm5612","434375",NA,NA
"Zfp560","Zfp560","434377",NA,NA
"7030419G21Rik","7030419G21Rik","434378",NA,NA
"LOC434391","LOC434391","434391",NA,NA
"Gm5614","Gm5614","434394",NA,NA
"Pate9","Pate9","434396",NA,NA
"Gm5616","Gm5616","434401",NA,NA
"Gm5617","Gm5617","434402",54494,"C11orf71"
"Rps6-ps3","Rps6-ps3","434404",NA,NA
"Gm17749","Gm17749","434410",NA,NA
"Gm20745","Gm20745","434412",NA,NA
"Dppa5a","Dppa5a","434423",340168,"DPPA5"
"Gm5619","Gm5619","434426",NA,NA
"Gm5620","Gm5620","434428",NA,NA
"Gm5621","Gm5621","434434",NA,NA
"Lsmem2","Lsmem2","434436",132228,"LSMEM2"
"Amt","Amt","434437",275,"AMT"
"Iho1","Iho1","434438",339834,"IHO1"
"BC048562","BC048562","434439",646498,"C3orf84"
"Fbxw20","Fbxw20","434440",NA,NA
"Gm5622","Gm5622","434459",NA,NA
"Rps15a-ps2","Rps15a-ps2","434460",NA,NA
"Sp140","Sp140","434484",NA,NA
"Gm5626","Gm5626","434490",NA,NA
